game_type,map_type,win_point
2,Savage_Main,"[[248854.953125, 271502.75]]"
1,Erangel_Main,"[[142549.609375, 590125]]"
1,Erangel_Main,"[[427053.59375, 423328.46875]]"
4,Savage_Main,"[[132003.796875, 140964.578125], [128513.0234375, 144001.359375]]"
4,Erangel_Main,"[[320417.6875, 295089], [320333.40625, 294683.21875], [322583.21875, 293696.28125]]"
2,Desert_Main,"[[252191.59375, 520024.71875]]"
4,Erangel_Main,"[[583575.875, 189460.8125], [582630.25, 190367.53125], [585772.4375, 195815.75]]"
4,Savage_Main,"[[153653.046875, 144599.28125], [152819.734375, 144911.609375], [153866.96875, 146214.34375]]"
2,Savage_Main,"[[211814.921875, 185834.390625], [211345.46875, 186390.828125]]"
4,Savage_Main,"[[97069.9375, 107336.890625], [96720.5078125, 107657.40625], [96407.109375, 107576.2265625]]"
1,Erangel_Main,"[[138734.03125, 453955.5]]"
4,Savage_Main,"[[204439.671875, 75965.890625], [206732.015625, 75790.3046875], [205624.75, 75932.640625]]"
1,Erangel_Main,"[[220784.8125, 153142.96875]]"
4,Savage_Main,"[[265117.96875, 166277.4375], [265483.1875, 166207.5625], [266367.3125, 167848.890625]]"
1,Range_Main,"[[102414.7265625, 137465.40625]]"
4,Erangel_Main,"[[513759.28125, 303468.09375], [539338.0625, 306617.03125], [519531.75, 305853.375]]"
2,Desert_Main,"[[189967.578125, 418413.46875]]"
2,Desert_Main,"[[381499.5, 298460.21875]]"
4,Savage_Main,"[[186319.65625, 259397.921875]]"
2,Savage_Main,"[[180256.390625, 138045.609375], [180192.03125, 138293.8125]]"
2,Savage_Main,"[[265586.9375, 139720.5625], [265647.84375, 139683.609375]]"
4,Savage_Main,"[[166951.703125, 150712.609375], [159335.640625, 150361.609375], [163080.46875, 156999.15625]]"
2,Savage_Main,"[[59494.66796875, 172834.53125]]"
4,Erangel_Main,"[[550023, 278130.9375], [550405.375, 277612.71875], [550789.375, 277757.21875]]"
4,Savage_Main,"[[137457.109375, 282017.84375], [137335.828125, 284908.59375]]"
4,Savage_Main,"[[154392.09375, 219480.375], [155616.375, 221705], [153898.96875, 219395.578125]]"
4,Erangel_Main,"[[138084.8125, 451683.5], [138906, 452888.28125], [137260.859375, 450256.34375], [140585.703125, 449721.84375]]"
2,Erangel_Main,"[[478073.1875, 567828.4375], [481014.1875, 565608.125]]"
2,Erangel_Main,"[[291459.9375, 296721.03125]]"
4,Savage_Main,"[[59720.73046875, 193695.453125], [57381.8203125, 194197.109375], [58488.37890625, 194698.375]]"
2,Savage_Main,"[[156160.40625, 184837.3125], [156201.78125, 184742.0625]]"
4,Savage_Main,"[[153208, 171932.34375], [152960.53125, 170454], [154616.5, 162835.375]]"
2,Savage_Main,"[[203338.390625, 271168], [203863.25, 269987.96875]]"
4,Savage_Main,"[[232515.390625, 165214.078125], [232150.5, 165533.140625]]"
2,Erangel_Main,"[[699330.0625, 489315.90625], [700679.125, 486431.28125]]"
4,Desert_Main,"[[570189.4375, 291957.15625], [570388.875, 292113.4375]]"
2,Savage_Main,"[[109450.765625, 196553.515625], [109115.7890625, 196489.859375]]"
1,Savage_Main,"[[113586.21875, 280182.03125]]"
2,Erangel_Main,"[[401974.1875, 119871.6953125]]"
4,Erangel_Main,"[[237510.03125, 270118.96875]]"
1,Range_Main,[]
2,Savage_Main,"[[296378.96875, 218653.96875]]"
4,Savage_Main,"[[152046.3125, 197544.28125]]"
4,Erangel_Main,"[[164561.546875, 504041.03125], [164620.65625, 504900.34375], [162781.859375, 507437.5]]"
4,Desert_Main,"[[461116.625, 669915.8125], [462748, 670433.4375]]"
2,Savage_Main,"[[186681.234375, 194000.921875], [185403.171875, 194236.15625]]"
2,Savage_Main,"[[173531.171875, 230872.53125]]"
4,Savage_Main,"[[266482.40625, 277254.8125], [267210.03125, 278071.78125], [274661.8125, 303500.6875], [272055.84375, 297516.15625]]"
4,Savage_Main,"[[213430.65625, 120338.8359375], [218019.65625, 118555.1796875], [217000.453125, 117987.8359375]]"
4,Erangel_Main,"[[291906.9375, 303135.5], [288156.78125, 307745.375], [296567.84375, 302787.75]]"
2,Erangel_Main,"[[355570.1875, 611647.375]]"
2,Erangel_Main,"[[528483.75, 445118.125], [531192.4375, 451977.84375]]"
1,Range_Main,"[[134817.3125, 142909.25], [144834, 147245.40625], [145077.9375, 146374.828125]]"
4,Desert_Main,"[[462904.46875, 433980.34375], [462587.15625, 433969.0625]]"
2,Erangel_Main,"[[247152.921875, 328988.625], [247049.4375, 328923.375]]"
4,Savage_Main,"[[236674.53125, 134119.84375]]"
2,Desert_Main,"[[186287.609375, 537551.3125]]"
4,Desert_Main,"[[574462.3125, 344150.46875], [574533.75, 344645.625]]"
4,Erangel_Main,"[[381140.0625, 275416.53125], [377139.875, 275937.15625], [383817.78125, 272991.65625]]"
4,Savage_Main,"[[187733.390625, 239686.171875]]"
1,Range_Main,"[[133838.71875, 144185.234375], [146200.859375, 150076.796875], [148034.109375, 140126.796875]]"
2,Savage_Main,"[[231871.109375, 271190.90625], [232144.015625, 271536.21875]]"
2,Savage_Main,"[[251109.453125, 237633.8125], [250970.859375, 238446.75]]"
4,Savage_Main,"[[194443.59375, 170935.28125], [194546.796875, 170913.53125]]"
4,Desert_Main,"[[291801.125, 147893.75], [291915.625, 148142.15625], [292366.34375, 148058.0625]]"
4,Desert_Main,"[[603659.125, 416693.03125]]"
1,Range_Main,"[[144708.734375, 138480.515625], [116639.6171875, 110115.796875], [144537.46875, 124146.5078125], [147067.984375, 144793.734375]]"
2,Desert_Main,"[[353953.0625, 605189], [354618.03125, 604306.125]]"
2,Savage_Main,"[[254279.3125, 80679.328125], [253913.609375, 80658.3515625]]"
2,Savage_Main,"[[218597.1875, 218145.53125], [219862.78125, 216995.03125]]"
4,Savage_Main,"[[146142.3125, 106099.65625], [147377.359375, 106436.7265625], [146913.75, 105798]]"
4,Savage_Main,"[[104547.15625, 296999.84375]]"
4,Desert_Main,"[[423003.28125, 195469], [424415.90625, 198263.375], [418128.34375, 195624.453125]]"
2,Savage_Main,"[[210005.234375, 77367.984375], [210957.390625, 72508.7109375]]"
4,Savage_Main,"[[173450.5, 112629.859375]]"
4,Erangel_Main,"[[337321.625, 432591.625], [340651.03125, 431286.46875], [335178.8125, 434225.75]]"
2,Savage_Main,"[[178116.390625, 214790.421875], [180772.078125, 211528.21875]]"
4,Savage_Main,"[[147208.375, 186285.734375], [149723.734375, 180027.296875], [144011.609375, 186748.640625]]"
4,Savage_Main,"[[115362.5, 197322.59375]]"
2,Savage_Main,"[[63953.02734375, 217572]]"
4,Erangel_Main,"[[388767, 289215], [385446.15625, 289461.4375], [386097.15625, 291194.03125]]"
4,Desert_Main,"[[409877.34375, 607330.25], [409255, 606522.375]]"
4,Savage_Main,"[[318738.21875, 201942.796875], [318396.40625, 202777.515625]]"
4,Savage_Main,"[[370118.15625, 200735.109375]]"
4,Desert_Main,"[[737520.6875, 717774.625]]"
4,Desert_Main,"[[433768.78125, 499783.5], [439229.78125, 506635.9375], [439520.34375, 504982.0625]]"
1,Range_Main,"[[147831.5625, 140605.609375]]"
1,Savage_Main,"[[195286.5625, 137308.78125]]"
2,Erangel_Main,"[[160080.21875, 407040.90625], [163078.078125, 407482.125]]"
1,Erangel_Main,"[[163449.171875, 319399]]"
1,Range_Main,"[[153776.96875, 149884.328125], [157131.1875, 152756.6875], [153509.5, 156884.4375]]"
1,Savage_Main,"[[213242.390625, 155064.296875]]"
4,Savage_Main,"[[287063.96875, 199211.5], [288395.1875, 200523.203125]]"
4,Erangel_Main,"[[655357.5625, 476567.28125], [655365.125, 476417.15625]]"
4,Savage_Main,"[[296104.09375, 245281.671875]]"
1,Savage_Main,"[[365047.71875, 201657.796875]]"
2,Savage_Main,"[[256416.671875, 94620.5859375]]"
4,Savage_Main,"[[153588.78125, 297013.46875], [154641.8125, 297236.6875], [158058, 295599.96875], [153627.609375, 293469.15625]]"
4,Erangel_Main,"[[420979.84375, 242130.953125], [421027, 242449.953125], [421285.5, 241799.234375]]"
1,Desert_Main,"[[311496.3125, 568443.5625]]"
2,Erangel_Main,"[[599849.375, 355744.0625], [599976.8125, 354957.34375]]"
2,Desert_Main,"[[445829.3125, 628277.875], [444409.65625, 627458.3125]]"
1,Savage_Main,"[[252461.453125, 203805.46875]]"
1,Savage_Main,"[[112257.8359375, 240790.171875]]"
4,Savage_Main,"[[104633.8671875, 186605.390625], [104211.15625, 186297.359375], [104359.109375, 186553.859375]]"
2,Savage_Main,"[[276771.96875, 305214.375], [275629.1875, 306057.09375]]"
2,Savage_Main,"[[198470.9375, 293333.5], [196665.671875, 293287.8125]]"
2,Savage_Main,"[[249199.53125, 103754.828125]]"
1,Savage_Main,"[[122127.375, 177842.734375]]"
1,Range_Main,"[[147245.140625, 144909.5625], [91079.4765625, 83646.421875], [91382.90625, 84032.96875], [90905.6484375, 83720.8046875]]"
4,Savage_Main,"[[129295.765625, 109942.90625]]"
4,Erangel_Main,"[[497619.5625, 465836.34375]]"
4,Erangel_Main,"[[671686.625, 458684.59375]]"
4,Erangel_Main,"[[401496.15625, 675136.6875], [409025.4375, 674569.4375], [402733.34375, 674246.875]]"
2,Savage_Main,"[[98020.9453125, 169786.453125], [96689.015625, 169728.03125]]"
4,Desert_Main,"[[585965.125, 307548.75], [585863.875, 307931.6875]]"
4,Savage_Main,"[[273311.21875, 220356.78125], [275064.3125, 220432.3125], [274688.71875, 220990.953125]]"
2,Savage_Main,"[[184156.9375, 234444.921875], [184169.3125, 234895.015625]]"
1,Range_Main,"[[143793.8125, 145021.6875], [144000.703125, 142706.375]]"
4,Erangel_Main,"[[251577.53125, 348949.5625], [254362.109375, 350498.40625], [251764.296875, 348472.1875], [251047.390625, 347288.15625]]"
4,Savage_Main,"[[155793.4375, 126095.40625], [154812.03125, 124855.2265625], [153043.59375, 124433.46875], [154963.59375, 126037.40625]]"
4,Savage_Main,"[[121778.71875, 313047], [119764.328125, 312845.53125]]"
2,Savage_Main,"[[328919.4375, 167083.75]]"
2,Desert_Main,"[[162738.59375, 446875.625], [158673.453125, 447421.375]]"
2,Erangel_Main,"[[418556.59375, 365649.1875]]"
2,Erangel_Main,"[[309837.3125, 671048.0625], [310393.15625, 670232.875]]"
2,Savage_Main,"[[280180.9375, 117843.875], [280403.96875, 115958.7109375]]"
4,Erangel_Main,"[[595132, 382555.4375]]"
1,Savage_Main,"[[264282.65625, 275830.5]]"
2,Savage_Main,"[[73569, 192425.203125]]"
2,Erangel_Main,"[[376225.5, 469614.625]]"
4,Erangel_Main,"[[258454.515625, 301527.46875]]"
4,Desert_Main,"[[503525.4375, 573819.9375], [505046.78125, 572368.125]]"
4,Savage_Main,"[[236794.890625, 192260.25]]"
2,Savage_Main,"[[244238.4375, 288930.4375]]"
4,Savage_Main,"[[280870.75, 244488.5]]"
4,Desert_Main,"[[262341.375, 533369], [263611.6875, 532596.625], [264640.21875, 531814.6875]]"
4,Savage_Main,"[[232246.53125, 160602.140625], [231138.6875, 159778.609375]]"
4,Erangel_Main,"[[543857.125, 388536.65625], [543606.4375, 388325.90625], [541275.5625, 388771.90625]]"
4,Savage_Main,"[[132096.34375, 119669.046875], [132418.328125, 118847.1484375], [133069.78125, 119658.5703125], [133264.34375, 119560.6875]]"
4,Desert_Main,"[[445490.34375, 235134]]"
4,Erangel_Main,"[[288694.59375, 111687.640625], [290558.5625, 105998.078125]]"
1,Savage_Main,"[[143582.515625, 303107.5625]]"
2,Savage_Main,"[[304507.1875, 228827.0625]]"
4,Savage_Main,"[[208005.03125, 122684.078125], [207990.171875, 123177.9453125]]"
1,Range_Main,"[[157610.75, 36733.25]]"
4,Erangel_Main,"[[192694.640625, 359478.75], [192439.15625, 363276.21875]]"
4,Savage_Main,"[[263127.65625, 184803.859375], [264020.375, 184325.390625]]"
1,Range_Main,[]
4,Erangel_Main,"[[517864.1875, 500522.84375], [514258.625, 498052.1875], [516852.1875, 497818.3125], [515147.78125, 498055.34375]]"
4,Savage_Main,"[[235960.09375, 306045.71875], [237280.515625, 303486.1875], [236825.234375, 306199.46875], [236758.3125, 301971.1875]]"
4,Erangel_Main,"[[343238.03125, 254162.53125], [341289.3125, 246137.1875]]"
4,Savage_Main,"[[298639, 211604.4375], [298353.125, 210117.75], [299705.9375, 213105.53125]]"
1,Range_Main,"[[146723.84375, 142835.609375], [147778.359375, 140385.265625], [149447.515625, 142980.75], [141130.09375, 144109.953125]]"
2,Savage_Main,"[[229872.171875, 231611.796875], [228786.53125, 232189.171875]]"
1,Savage_Main,"[[321901.5625, 110038.4375]]"
1,Range_Main,[]
4,Erangel_Main,"[[282915.375, 561155.5625], [281349.625, 563450.125]]"
2,Erangel_Main,"[[490938.28125, 686488.6875], [490724.46875, 686422.625]]"
4,Savage_Main,"[[352197.1875, 180345.03125], [352689.71875, 180065.953125], [353379.125, 178183.875]]"
2,Savage_Main,"[[120744.3359375, 157221.53125]]"
4,Savage_Main,"[[117189.46875, 111169.6171875], [118361.4765625, 111239.9453125], [116814.1875, 111001.140625]]"
4,Savage_Main,"[[184011.3125, 94935.484375], [183872.5625, 94402.3359375], [183525.421875, 92475.984375], [184294.3125, 94771.3046875]]"
1,Erangel_Main,"[[157266, 352138.59375]]"
1,Range_Main,"[[113583.734375, 142776.6875], [114832.359375, 142996.046875], [113851.3046875, 142940.46875]]"
1,Desert_Main,"[[367177.28125, 273190.21875]]"
2,Erangel_Main,"[[332659.78125, 231568.390625]]"
4,Desert_Main,"[[137273.40625, 709350.3125]]"
1,Desert_Main,"[[276018.84375, 215231.75]]"
1,Savage_Main,"[[243445.015625, 217387.15625]]"
4,Savage_Main,"[[95353.0703125, 255932.03125], [93765, 256987.09375], [98734.3203125, 255737.375]]"
1,Range_Main,"[[138512.078125, 138497.640625]]"
4,Erangel_Main,"[[453245.34375, 644587.125], [457661.4375, 653418.625], [451537.1875, 644949.4375]]"
4,Savage_Main,"[[105873.765625, 207360.328125], [106162.546875, 208264.25], [106052.1484375, 207506.015625]]"
4,Savage_Main,"[[172698.53125, 285780.03125]]"
1,Range_Main,"[[110109.078125, 142313.09375], [148063, 144549.375]]"
2,Desert_Main,"[[250584.296875, 496167.65625], [248010, 492900.375]]"
2,Savage_Main,"[[171933.5, 111478.8671875]]"
4,Erangel_Main,"[[148712.96875, 370139.5]]"
1,Savage_Main,"[[143947.6875, 309420.4375]]"
4,Savage_Main,"[[223995.171875, 273648.4375], [222854.75, 276624.71875], [226369.453125, 275837.375], [225081.796875, 275170.34375]]"
4,Erangel_Main,"[[405666.75, 382304.28125], [405914.21875, 382711.75]]"
1,Erangel_Main,"[[435948.4375, 430765.0625]]"
4,Erangel_Main,"[[412614.125, 141402.984375], [412063.90625, 142235.53125]]"
2,Savage_Main,"[[250243.8125, 281101.875]]"
2,Desert_Main,"[[211536.15625, 255700.03125]]"
1,Erangel_Main,"[[336993.125, 340525.40625]]"
1,Range_Main,"[[156777.453125, 118557.1171875], [143184.703125, 107516.140625]]"
4,Erangel_Main,"[[460360.0625, 148215.109375], [460567.65625, 146434.515625]]"
1,Savage_Main,"[[238872, 120833.4765625]]"
1,Erangel_Main,"[[688903.4375, 451221.5]]"
1,Erangel_Main,"[[318893, 346794.15625]]"
2,Savage_Main,"[[96433.5390625, 172355.0625]]"
1,Desert_Main,"[[349724, 390639.78125]]"
2,Desert_Main,"[[514225.71875, 451997.0625]]"
2,Erangel_Main,"[[505750.5, 681988.6875]]"
2,Savage_Main,"[[291134.75, 261642.875], [291213.59375, 262325.1875]]"
2,Erangel_Main,"[[345545.34375, 208316.5625]]"
1,Range_Main,"[[137867.484375, 145003.828125], [144353.1875, 134128.953125], [115919.796875, 145992.515625]]"
4,Savage_Main,"[[342704.46875, 131475.828125], [342677.4375, 131605.390625], [343150.875, 131873.46875]]"
4,Desert_Main,"[[498758.875, 568921], [500337.1875, 569389.875]]"
4,Desert_Main,"[[549375.875, 140650.953125]]"
4,Savage_Main,"[[119905.328125, 161363.5]]"
2,Erangel_Main,"[[358080.84375, 421567.1875], [359265.78125, 420963.375]]"
1,Savage_Main,"[[180503.640625, 134065]]"
1,Savage_Main,"[[101089.0078125, 158220.78125]]"
4,Erangel_Main,"[[298743.28125, 531100.6875], [298180.28125, 531634.3125]]"
2,Desert_Main,"[[450768.90625, 418333.90625]]"
2,Savage_Main,"[[182582.078125, 286468.75]]"
4,Savage_Main,"[[283920.21875, 225887.640625], [281973.3125, 225711.578125]]"
1,Range_Main,"[[122923.875, 144088.140625], [115344.7578125, 127524.109375], [115391.328125, 127279.1171875]]"
4,Erangel_Main,"[[390324.34375, 612900.375], [390988.0625, 612261.875]]"
4,Savage_Main,"[[255951.453125, 303323.375]]"
2,Erangel_Main,"[[366053.65625, 212620.53125], [362641, 209010.703125]]"
4,Savage_Main,"[[188997.953125, 314811.15625], [189338.15625, 315866.40625]]"
4,Erangel_Main,"[[368294.34375, 490101.28125], [367892.75, 488824.1875], [368774.78125, 489564.28125]]"
4,Savage_Main,"[[241285.671875, 212122.359375], [241131.875, 211233.53125]]"
1,Savage_Main,"[[194858.96875, 192800.390625]]"
4,Savage_Main,"[[240253.234375, 233998.15625], [239498.546875, 232988.09375]]"
4,Savage_Main,"[[194142.328125, 104431.2265625]]"
4,Desert_Main,"[[558399.3125, 53019.390625]]"
2,Savage_Main,"[[205059.53125, 252578.390625], [207630.03125, 253055.546875]]"
2,Erangel_Main,"[[466055.3125, 424797.03125]]"
4,Savage_Main,"[[281219.125, 203251.53125], [280328.9375, 202528.953125]]"
4,Savage_Main,"[[265683.15625, 131888.375]]"
4,Erangel_Main,"[[517340.5, 715164.25]]"
4,Erangel_Main,"[[539181.125, 456067.9375]]"
1,Savage_Main,"[[145537.34375, 255890.234375]]"
4,Desert_Main,"[[112236.4296875, 430462.1875], [111437.03125, 433217.5], [110125.4609375, 435024.3125]]"
2,Savage_Main,"[[155674.0625, 224209.4375], [155644.453125, 224160.9375]]"
4,Savage_Main,"[[54479.5703125, 203949.78125]]"
2,Erangel_Main,"[[345430.78125, 389073.90625]]"
1,Range_Main,"[[148167.921875, 141495.453125]]"
1,Savage_Main,"[[48860.8671875, 154949.609375]]"
4,Savage_Main,"[[277609.21875, 106219.59375], [278756.375, 105803.9453125], [278302.21875, 105230.0546875]]"
4,Erangel_Main,"[[115759.84375, 208110.171875], [115629.390625, 203656.515625], [119135.375, 210137.671875], [119056.9453125, 214332.21875]]"
1,Range_Main,"[[166959.53125, 54175.77734375], [148482.015625, 62984.84765625]]"
4,Erangel_Main,"[[404609.90625, 483919.75]]"
4,Savage_Main,"[[144119.328125, 272758.59375], [141287.609375, 272405.15625], [142287.75, 270454.75]]"
1,Savage_Main,"[[261663.015625, 232377.421875]]"
4,Erangel_Main,"[[589868.25, 160620.921875], [590135.5, 161041.921875]]"
1,Range_Main,[]
4,Erangel_Main,"[[661569.6875, 263956.875]]"
4,Desert_Main,"[[446208.34375, 473618.3125], [444957.34375, 473083.125]]"
4,Savage_Main,"[[298830.21875, 243040.28125], [298897.46875, 243392.3125]]"
4,Erangel_Main,"[[147147.4375, 571698.375]]"
4,Savage_Main,"[[109139.8203125, 125978.609375]]"
4,Savage_Main,"[[124029.4765625, 129839.4140625], [123817.5703125, 129807.4453125], [123951.9140625, 129551.7265625]]"
4,Savage_Main,"[[301845.78125, 271416.21875], [301358.1875, 270596.875]]"
4,Savage_Main,"[[329441, 162590.265625], [328280.9375, 160240.203125]]"
1,Desert_Main,"[[133299.0625, 238136.390625]]"
4,Erangel_Main,"[[661133.1875, 217881.9375], [657654.625, 213932.640625]]"
4,Savage_Main,"[[204707.140625, 373487.21875]]"
2,Savage_Main,"[[122300.5, 296947.5625], [120734.5703125, 296442.0625]]"
4,Savage_Main,"[[104041.3359375, 321773.5], [103893.796875, 321964.15625], [104529.125, 321254.3125], [105021.984375, 320805.40625]]"
4,Desert_Main,"[[433123.34375, 284835.375], [433310.5, 286435.21875]]"
2,Savage_Main,"[[255928.453125, 220364.859375]]"
4,Savage_Main,"[[280042, 154727.71875], [280450.4375, 153668.890625], [280671.59375, 152813.71875]]"
1,Range_Main,"[[147047.484375, 139744.609375], [134599.734375, 146878.234375], [147842.734375, 138385.59375]]"
4,Erangel_Main,"[[308741.4375, 308677.75], [305766.78125, 307005.75], [309954.375, 308558.21875], [311607.9375, 307574.3125]]"
4,Erangel_Main,"[[463673.78125, 729709.6875], [460476.84375, 727859.3125]]"
4,Erangel_Main,"[[359926.625, 167207.3125], [364951.125, 161786.09375], [358542.34375, 169262.75]]"
2,Savage_Main,"[[123615.5703125, 241654.53125]]"
2,Desert_Main,"[[320028.375, 134231.03125]]"
4,Desert_Main,"[[446377.5, 368362.90625], [447505.21875, 368229.21875], [446956.375, 370007.125]]"
2,Erangel_Main,"[[142132.453125, 449481.59375], [142376.8125, 449285.0625]]"
4,Savage_Main,"[[181754.78125, 225037.0625], [182517.75, 225226]]"
4,Savage_Main,"[[132037.875, 320443.125]]"
2,Desert_Main,"[[622299.875, 468064.28125]]"
1,Savage_Main,"[[261896.09375, 206251.59375]]"
4,Desert_Main,"[[268532.71875, 436771.90625], [269028.4375, 436521.3125], [269885.625, 438951.375]]"
4,Savage_Main,"[[279404.90625, 146058.21875], [277104.78125, 145861.734375], [278800.15625, 145153.3125], [278556.78125, 144787.203125]]"
4,Savage_Main,"[[130754.40625, 205758.09375], [126850.5859375, 205006.390625], [127735.7734375, 203158.703125]]"
4,Desert_Main,"[[568750.0625, 555677.375], [569342, 555180.4375]]"
4,Savage_Main,"[[75490.265625, 139422.140625], [76245.7109375, 139058.703125], [76259.921875, 138862], [77716.4765625, 138856.734375]]"
4,Erangel_Main,"[[577185, 241545.234375], [576667.9375, 241059.859375], [577258.75, 241514.578125]]"
2,Savage_Main,"[[289771.6875, 132327.546875], [289461.09375, 132610.734375]]"
4,Savage_Main,"[[303870.4375, 251463.171875], [302918.625, 249940.046875]]"
4,Erangel_Main,"[[406181.90625, 175062.03125]]"
4,Savage_Main,"[[347922.15625, 203170.28125]]"
4,Savage_Main,"[[228306.671875, 317871.59375], [227750.015625, 320628.8125], [226343.09375, 319505.75], [226916.234375, 320439.21875]]"
4,Savage_Main,"[[248935.421875, 111029.875], [248839.953125, 111427.625]]"
4,Erangel_Main,"[[365181.59375, 581683.5], [362041.4375, 580511.6875], [366960.1875, 584844.5625], [368847.3125, 591916.5625]]"
1,Erangel_Main,"[[352556.9375, 267081.4375]]"
4,Savage_Main,"[[278939.21875, 73836.890625], [278051.3125, 74506.375]]"
2,Savage_Main,"[[268864.8125, 89370.046875]]"
2,Erangel_Main,"[[387936.90625, 283676.6875]]"
4,Savage_Main,"[[293971, 226555.515625]]"
4,Savage_Main,"[[178591.03125, 286179.65625], [181149.96875, 285313.53125]]"
1,Desert_Main,"[[600263.75, 280221.28125]]"
2,Erangel_Main,"[[594329.5, 392671.0625], [597129.5, 391726.65625]]"
2,Savage_Main,"[[305362.75, 209867.890625]]"
4,Desert_Main,"[[213308.46875, 464862.34375], [212756.4375, 464971.125]]"
2,Erangel_Main,"[[475566.78125, 562661.0625], [478068.90625, 558853.1875]]"
4,Savage_Main,"[[258372.109375, 289644], [264437.8125, 285388], [260751.65625, 288129.71875]]"
4,Savage_Main,"[[214963.953125, 281600.46875], [214976.078125, 281521.3125]]"
2,Savage_Main,"[[349328.625, 202689.078125]]"
4,Savage_Main,"[[106524.8203125, 170594], [106981.15625, 171056.03125], [106975.9609375, 172052.109375], [105506.640625, 171086.09375]]"
4,Savage_Main,"[[174039.46875, 265829.03125], [175901.21875, 263835.125], [175217.71875, 264571.03125]]"
2,Desert_Main,"[[663545.875, 459479.15625]]"
4,Savage_Main,"[[237567.734375, 158899.515625], [237128.859375, 157601.40625], [236899.75, 157798.28125]]"
4,Savage_Main,"[[91778.875, 173966.953125], [92513.6171875, 172211.890625]]"
4,Savage_Main,"[[205804.53125, 227601.515625], [204843.515625, 227718.859375], [205894.875, 227618.28125]]"
4,Erangel_Main,"[[175974.96875, 355165.34375]]"
4,Erangel_Main,"[[433411.03125, 718887], [435722.4375, 717398.625], [423865.875, 722633.75], [429494.84375, 726192.375]]"
4,Erangel_Main,"[[339366.625, 321599.90625], [340372.34375, 320387.90625], [340543.625, 320853]]"
2,Savage_Main,"[[308227.21875, 132175.109375], [308001.625, 132039.875]]"
2,Savage_Main,"[[266393.28125, 307725.15625]]"
2,Erangel_Main,"[[388482.125, 344804.34375]]"
4,Savage_Main,"[[194483.296875, 250833.875], [192217.703125, 251678.625], [194137.40625, 251566.21875], [192903.71875, 251674.609375]]"
4,Savage_Main,"[[139635.8125, 292496.71875]]"
4,Erangel_Main,"[[561424, 280781.78125]]"
4,Desert_Main,"[[83789.0859375, 726418.9375]]"
4,Desert_Main,"[[257668.4375, 488352.34375]]"
4,Savage_Main,"[[120083.859375, 178596.15625], [117858.90625, 178145.453125], [117934.9765625, 178879.8125], [118867.0078125, 177495.53125]]"
2,Erangel_Main,"[[428054.1875, 692994], [432253.375, 698731]]"
1,Erangel_Main,"[[631850.4375, 458929.5]]"
1,Range_Main,[]
4,Savage_Main,"[[171750.921875, 84488.96875], [170602.0625, 86871.4765625], [170249.53125, 85610.8671875], [170304.28125, 86017.3671875]]"
1,Savage_Main,"[[108236.890625, 181560.5]]"
4,Desert_Main,"[[675496.9375, 107824.609375], [672296.125, 112759.0703125], [671941.4375, 107206.9453125], [674672.9375, 105748.7578125]]"
2,Savage_Main,"[[232469.25, 169321.015625], [232315.953125, 169243.15625]]"
1,Savage_Main,"[[207571.03125, 125817.1875]]"
4,Erangel_Main,"[[505247.03125, 122563.0078125], [497277.03125, 121331.4296875]]"
4,Savage_Main,"[[125511.15625, 130604.015625], [125373.8671875, 130351.265625]]"
4,Savage_Main,"[[154983.28125, 124383.140625], [153372.28125, 123611.546875]]"
4,Savage_Main,"[[178781.65625, 293866.875], [184027.359375, 291124.03125], [181258.671875, 294705.8125]]"
2,Savage_Main,"[[142118.34375, 220966.5], [142433.03125, 221519.234375]]"
2,Savage_Main,"[[108205.4296875, 117580.015625]]"
4,Desert_Main,"[[290057.6875, 365650.25], [289988.28125, 365666.34375], [289943.15625, 366073.65625], [289875.9375, 365679.59375]]"
4,Erangel_Main,"[[426561.4375, 504081.1875], [425733.625, 503473.21875]]"
4,Savage_Main,"[[194059.203125, 142184.9375], [194402.328125, 142526.328125]]"
4,Desert_Main,"[[287000.21875, 522880.71875]]"
4,Savage_Main,"[[341604.40625, 196033.109375], [341149.625, 195743.828125]]"
4,Desert_Main,"[[428132.03125, 487163.1875], [430205.15625, 484697.78125]]"
4,Erangel_Main,"[[356353.84375, 394538.03125], [355382.46875, 394885.3125], [353721.78125, 392410.0625], [354069.03125, 395325.5625]]"
1,Erangel_Main,"[[487087.90625, 276772.46875]]"
2,Savage_Main,"[[114740.5625, 239509.578125]]"
2,Erangel_Main,"[[364688.78125, 150505.296875]]"
4,Desert_Main,"[[144317.734375, 596661.3125], [143733.59375, 597128.5625], [143654.703125, 594573.9375]]"
4,Savage_Main,"[[178284.234375, 215911.890625], [179118.75, 216277.03125], [180872.875, 215796.53125]]"
2,Desert_Main,"[[300844.09375, 136606], [300933.9375, 136851.421875]]"
1,Savage_Main,"[[319544.84375, 202914.21875]]"
2,Erangel_Main,"[[624184.5625, 425126.46875], [626134.75, 424188.875]]"
4,Savage_Main,"[[257153.421875, 254097.421875], [257387.078125, 255317.953125]]"
2,Savage_Main,"[[214653.421875, 176406.5], [214507.828125, 176126.375]]"
4,Savage_Main,"[[138755.5, 133402.34375], [138823.984375, 133345.078125]]"
4,Erangel_Main,"[[527805.125, 657137.3125], [539507.5625, 652935.5], [529467.75, 663495.5], [530078.4375, 657291.5625]]"
