game_type,map_type,win_point
4,Savage_Main,"[[103314.25, 258755.140625], [103702.8671875, 255141.3125], [105238.9375, 260671.046875]]"
2,Savage_Main,"[[240103.859375, 201568.796875]]"
1,Range_Main,"[[134780.5, 138571.890625], [134571.078125, 138625.9375], [91220.15625, 92468.2265625], [61101.16015625, 100202.515625]]"
2,Erangel_Main,"[[675517.375, 444746.5625]]"
1,Range_Main,"[[144624.703125, 146638.75], [145169.015625, 141638.640625], [144317.78125, 146596.78125], [100418.6953125, 78813.9375]]"
4,Desert_Main,"[[153870.21875, 605526], [153691.015625, 605376.375]]"
4,Savage_Main,"[[138182, 229802.59375]]"
2,Desert_Main,"[[524991.125, 587801], [524957.5625, 587705.3125]]"
4,Savage_Main,"[[120851.4140625, 329471.125], [113961.578125, 330582.21875], [114304.3046875, 331537], [121095.25, 327906.125]]"
1,Savage_Main,"[[354819.625, 174680.25]]"
4,Desert_Main,"[[264347.21875, 512482.375], [264241.53125, 512497.375]]"
2,Savage_Main,"[[254913.390625, 198395.15625], [255767.96875, 198291.5625]]"
1,Savage_Main,"[[290069.0625, 274922.53125]]"
1,Range_Main,"[[124030.0859375, 142309.40625], [147050.1875, 139434.171875]]"
4,Savage_Main,"[[233416.59375, 278711.9375], [232337.109375, 278948.71875], [234232.390625, 277331.0625], [235042.03125, 277944.34375]]"
4,Savage_Main,"[[220069.78125, 155864.609375], [221465.671875, 155805.109375], [219007.375, 156540.90625]]"
4,Savage_Main,"[[273411.09375, 244733.296875], [273658.65625, 244280.859375], [273603.875, 244877.53125]]"
4,Desert_Main,"[[641987.375, 445964.625], [640856.125, 446643.875]]"
4,Savage_Main,"[[207037.640625, 101694.359375]]"
1,Erangel_Main,"[[400078.625, 688004.6875]]"
1,Savage_Main,"[[350597.40625, 225309.53125]]"
4,Erangel_Main,"[[295119.09375, 247088.390625]]"
4,Erangel_Main,"[[518484.625, 448218.46875], [519504.34375, 447533.46875], [517198.09375, 447865.59375]]"
4,Savage_Main,"[[225034.359375, 223641.4375], [223665.015625, 222646.515625], [225317.3125, 225709.421875]]"
4,Savage_Main,"[[198299.65625, 103603], [198441.328125, 102859.5546875], [196732.03125, 105066.2890625]]"
2,Savage_Main,"[[293785.28125, 227993.8125]]"
2,Desert_Main,"[[305835.84375, 443459.5]]"
4,Erangel_Main,"[[494585.71875, 407322.03125], [493981.90625, 407492.125], [495232.46875, 403366.59375]]"
4,Savage_Main,"[[131072.78125, 204039.734375]]"
2,Erangel_Main,"[[667127.5, 467755.71875], [666878.875, 467757.34375]]"
1,Desert_Main,"[[415206.0625, 259081.453125]]"
2,Erangel_Main,"[[620873, 610667.0625]]"
4,Savage_Main,"[[238410.59375, 358878.0625], [240190.015625, 359749.34375]]"
4,Erangel_Main,"[[314826.15625, 331462.75], [314152.375, 331358.21875]]"
1,Savage_Main,"[[267903.09375, 147666.875]]"
4,Erangel_Main,"[[435895.03125, 338272.875], [435785.15625, 338018.625], [435910.125, 338175.625], [434569.125, 338235.0625]]"
1,Range_Main,[]
4,Savage_Main,"[[242302.390625, 97806.828125], [244329.515625, 99878.6796875], [246718.75, 98033.484375]]"
4,Savage_Main,"[[248810.8125, 236190.890625]]"
1,Savage_Main,"[[207606.21875, 253674.921875]]"
1,Desert_Main,"[[506200.59375, 437963.78125]]"
4,Desert_Main,"[[449438.1875, 570317.625], [450784, 571101.125], [448282, 570676.1875]]"
1,Range_Main,"[[144872.109375, 138507.65625], [147841.78125, 138323.703125]]"
4,Erangel_Main,"[[374014.875, 493609], [373127.9375, 492992.34375]]"
4,Desert_Main,"[[475183.0625, 467154.21875], [475721.3125, 466718.90625]]"
4,Desert_Main,"[[550952.1875, 153953.84375], [551939.9375, 155520.9375], [557299.0625, 155891.03125]]"
1,Savage_Main,"[[134753.921875, 193472.375]]"
4,Savage_Main,"[[144408.71875, 240233.890625], [143724.671875, 239523.953125]]"
1,Savage_Main,"[[154468.25, 289151.78125]]"
4,Savage_Main,"[[295081.40625, 232031.0625], [291726.6875, 234270.15625], [293962.03125, 232672.28125]]"
2,Savage_Main,"[[138067.140625, 116074.0078125], [138160.4375, 115949.21875]]"
2,Savage_Main,"[[308933.65625, 178168.9375], [309990.8125, 177922.53125]]"
4,Savage_Main,"[[155164.09375, 161066.21875], [157927.71875, 162932.890625]]"
2,Desert_Main,"[[551326.1875, 220664.234375], [555763.1875, 218214.28125]]"
2,Erangel_Main,"[[551336.25, 597147.25]]"
1,Erangel_Main,"[[481118.71875, 148442.84375]]"
4,Erangel_Main,"[[412954.125, 282327.3125], [412240.90625, 282501.40625]]"
4,Desert_Main,"[[294122.03125, 329819.3125]]"
2,Savage_Main,"[[198761.46875, 166341.796875]]"
1,Savage_Main,"[[223270.828125, 336529.0625]]"
1,Range_Main,"[[147882.546875, 142579.625], [62834.13671875, 100288.015625]]"
2,Savage_Main,"[[110779.4453125, 312475.0625], [110772.3046875, 313582.28125]]"
1,Savage_Main,"[[304475.625, 187431.8125]]"
4,Savage_Main,"[[182157.578125, 182180.96875]]"
1,Savage_Main,"[[287154.5625, 267916.3125]]"
4,Savage_Main,"[[327199.1875, 162663.21875], [327485.90625, 162155.828125]]"
1,Erangel_Main,"[[617242.8125, 331166.8125]]"
1,Range_Main,"[[48582.0390625, 70205.5390625], [148262.640625, 138348.59375]]"
1,Desert_Main,"[[275987.34375, 372015.5625]]"
4,Erangel_Main,"[[414918.78125, 285225.59375]]"
2,Desert_Main,"[[505644.15625, 368880.21875], [503613.0625, 368961.15625]]"
4,Erangel_Main,"[[151779.65625, 420616], [150328.71875, 421470.65625], [151059.984375, 420373.71875]]"
1,Erangel_Main,"[[345660.1875, 155739.65625]]"
4,Savage_Main,"[[279737.46875, 174692.78125], [282597.53125, 173727.234375]]"
1,Savage_Main,"[[184708.3125, 223831.21875]]"
1,Erangel_Main,"[[154625.203125, 523010.1875]]"
2,Savage_Main,"[[128372.0390625, 181221.875]]"
1,Range_Main,"[[143247.6875, 184886.109375]]"
1,Desert_Main,"[[376769.65625, 217417.078125]]"
4,Savage_Main,"[[326586.375, 82384.5390625], [325118.28125, 80991.15625], [325238.8125, 81705.6953125]]"
1,Savage_Main,"[[253628.75, 200850.09375]]"
2,Savage_Main,"[[95953.984375, 255541.09375], [96998.609375, 254573]]"
2,Savage_Main,"[[141689.546875, 217165.96875]]"
2,Erangel_Main,"[[572702.875, 592424.0625], [574072.875, 592368.3125]]"
1,Range_Main,[]
2,Savage_Main,"[[188095.390625, 297678.34375]]"
2,Erangel_Main,"[[214613.375, 158725.203125], [210070.828125, 154859.71875]]"
4,Desert_Main,"[[326978.5625, 224328.6875], [327993.0625, 224950.03125], [326616.65625, 226597.59375], [316505.5625, 227720.453125]]"
4,Desert_Main,"[[297253.34375, 329330.5], [299356.09375, 328414.3125]]"
4,Savage_Main,"[[149838.171875, 239890.890625], [150371.328125, 240863.046875]]"
1,Range_Main,[]
4,Savage_Main,"[[230391.890625, 80320.75], [231723.53125, 80588.9375], [235246.671875, 81025.421875]]"
4,Erangel_Main,"[[554067.75, 363315.875], [552174, 362942.0625], [554503.5, 364293.40625], [554126.4375, 363086.5625]]"
2,Savage_Main,"[[318643.21875, 274643.84375], [321449.90625, 272928.65625]]"
4,Savage_Main,"[[276413.65625, 185357.75], [276280.15625, 185710.4375], [273377.6875, 187698.640625]]"
1,Range_Main,"[[143880.28125, 138735.109375]]"
4,Desert_Main,"[[347696.71875, 470741.5625]]"
2,Savage_Main,"[[252056.78125, 227651.671875], [251732.09375, 227664.671875]]"
4,Desert_Main,"[[570922.4375, 399084.59375], [566018.75, 397213.1875], [562110.625, 400920], [568134.75, 398319.78125]]"
4,Savage_Main,"[[220763, 111803.578125], [220344.734375, 113515.828125], [220675.28125, 111852.265625], [221007.5625, 113522.8203125]]"
4,Savage_Main,"[[120056.84375, 204933.734375]]"
1,Range_Main,"[[129544.046875, 137911.609375], [128210.65625, 137733.90625], [118236.53125, 137862.140625], [166652.546875, 127423.1953125], [126611.1171875, 129356.2265625]]"
2,Desert_Main,"[[492027.375, 381106.125]]"
1,Erangel_Main,"[[194984, 545378.375]]"
4,Erangel_Main,"[[271467.375, 260781.46875], [280328.34375, 258848.390625]]"
4,Savage_Main,"[[107642.0859375, 204912.390625]]"
2,Desert_Main,"[[488354.78125, 411318.40625], [488274.34375, 410138.5]]"
4,Savage_Main,"[[238056.375, 259178.28125]]"
1,Range_Main,"[[148960.640625, 143530.046875], [150525.640625, 137915.59375], [111267.8984375, 128493.3046875], [133323.875, 141381.859375]]"
2,Savage_Main,"[[185005.609375, 278127.3125]]"
4,Savage_Main,"[[193689.015625, 80363.3515625], [195549.234375, 81056.8671875]]"
4,Erangel_Main,"[[314291.6875, 245406.53125], [315373.4375, 243581.09375], [319802.6875, 245320.671875]]"
4,Savage_Main,"[[106764.1171875, 173372.390625]]"
2,Erangel_Main,"[[602994.75, 477120.375]]"
2,Erangel_Main,"[[571671.5625, 341405.6875]]"
4,Desert_Main,"[[449812.78125, 590104.4375], [450030.46875, 590572.1875]]"
2,Erangel_Main,"[[225204.515625, 464567.59375], [223182.140625, 463078.375]]"
4,Savage_Main,"[[247707.828125, 264308.21875], [248019.4375, 264034.875]]"
4,Savage_Main,"[[177218.859375, 102263.8359375], [172495.0625, 104161.765625], [179004.3125, 101267.765625]]"
4,Savage_Main,"[[198152, 148866.671875], [195791.859375, 146873.03125], [197802.640625, 146500.015625]]"
1,Range_Main,"[[146390.015625, 139572.296875], [149089.875, 142258.5]]"
1,Desert_Main,"[[349591.3125, 495485.3125]]"
2,Erangel_Main,"[[289624.15625, 531392.375]]"
2,Erangel_Main,"[[402632.46875, 154826.96875]]"
4,Savage_Main,"[[248586.28125, 251855.4375], [242506.46875, 254108.75], [244683.109375, 253072.078125], [248010.59375, 248277]]"
1,Range_Main,"[[147814.59375, 138868.234375]]"
1,Savage_Main,"[[227722.078125, 171195.15625]]"
2,Savage_Main,"[[229154.1875, 202555.796875], [229186.15625, 202457.203125]]"
4,Erangel_Main,"[[365556.875, 511075.0625], [366169.28125, 510315.9375], [365841.0625, 508529.21875], [367457.0625, 513142]]"
2,Desert_Main,"[[317438.875, 302896.6875], [317490.78125, 302769.59375]]"
1,Erangel_Main,"[[566174.8125, 220115.75]]"
4,Savage_Main,"[[197544.75, 116077.2890625], [197272.03125, 111411.9765625], [197412.5, 111557.7109375], [197090.8125, 114125.3359375]]"
4,Savage_Main,"[[110952.6171875, 138344.609375], [110385.15625, 138310.03125], [108423.765625, 136360.234375]]"
1,Range_Main,[]
1,Erangel_Main,"[[244972.15625, 363200.125]]"
2,Savage_Main,"[[116394.8359375, 309460.75], [116033.1640625, 308784.1875]]"
2,Desert_Main,"[[660655.875, 218644.671875]]"
4,Savage_Main,"[[109322.6640625, 137132.28125]]"
4,Desert_Main,"[[275107.28125, 625332.1875], [273719.125, 624234.875], [271322.375, 627645.875]]"
2,Desert_Main,"[[710009.375, 304780.90625]]"
1,Range_Main,"[[142065.3125, 139607.78125]]"
4,Savage_Main,"[[55114.3984375, 203412.078125], [56659.6171875, 198776.328125], [58028.1484375, 203141.8125]]"
4,Savage_Main,"[[230662.1875, 277020.21875], [237087.390625, 282001.71875], [233132.78125, 276644.84375], [235176.25, 281531.4375]]"
2,Erangel_Main,"[[517249.5, 576870.5625]]"
4,Savage_Main,"[[257257.65625, 135137.078125]]"
2,Savage_Main,"[[249826.4375, 218909.359375], [247820.515625, 217582.671875]]"
4,Savage_Main,"[[260215.890625, 174341.375], [264818.28125, 176711.109375], [260996.234375, 175860.375]]"
2,Erangel_Main,"[[126349.796875, 342355.5]]"
1,Erangel_Main,"[[635414.875, 424191.21875]]"
2,Savage_Main,"[[223208.5, 136449.8125], [222506.140625, 136109.171875]]"
1,Range_Main,"[[148933.15625, 140045.546875], [144993.3125, 144398.984375], [148186.609375, 138946.859375]]"
2,Savage_Main,"[[310879.21875, 245760.671875], [308085.75, 242029.46875]]"
2,Erangel_Main,"[[668830.25, 179730.5625], [670173.1875, 179382.140625]]"
1,Range_Main,"[[146244.953125, 141893.5625], [145961.09375, 141463.5625]]"
4,Savage_Main,"[[262216.9375, 291472.4375], [260510.75, 294191.71875]]"
4,Savage_Main,"[[96839.1953125, 143200.171875], [97101.6171875, 145852.703125]]"
2,Savage_Main,"[[103911.1875, 200459.75]]"
1,Savage_Main,"[[329660.40625, 303843.125]]"
2,Erangel_Main,"[[337431.6875, 471185.4375]]"
4,Desert_Main,"[[50449.8125, 141406.828125], [51813.62890625, 143214.671875], [51647.46875, 139108.953125], [50202.27734375, 146740.765625]]"
1,Range_Main,"[[121612.9609375, 144867.15625]]"
1,Range_Main,[]
4,Desert_Main,"[[518780.75, 466816.5], [520694.75, 466542.75], [518403, 468444.5]]"
2,Savage_Main,"[[137684.703125, 139202.9375]]"
2,Savage_Main,"[[170664.28125, 260190.46875]]"
4,Erangel_Main,"[[445062.59375, 167606.25]]"
2,Savage_Main,"[[244873.640625, 177947.5]]"
1,Range_Main,"[[143284.671875, 143560.34375], [133896.765625, 139529.578125], [143696.15625, 145529.5625]]"
2,Erangel_Main,"[[228145.78125, 420934.9375]]"
4,Savage_Main,"[[244218.59375, 225798.1875], [244598.59375, 226399.1875]]"
1,Desert_Main,"[[577958.6875, 303353.96875]]"
4,Savage_Main,"[[171388.671875, 116751.4453125], [173808.09375, 112299.796875]]"
4,Erangel_Main,"[[245523.234375, 466405.375], [242838.25, 465044.78125], [240996.46875, 465617.78125]]"
4,Savage_Main,"[[210697.890625, 116452.15625], [209479.53125, 116201.515625], [210280.234375, 117021.625]]"
2,Savage_Main,"[[255275.359375, 289465.6875], [255134.28125, 289442.46875]]"
4,Desert_Main,"[[612074.8125, 444572.46875], [611098.4375, 444306.28125]]"
4,Savage_Main,"[[310971.28125, 264295.53125], [311799.4375, 265760.9375], [309718.5625, 269439.71875]]"
2,Erangel_Main,"[[699668.125, 345951.625]]"
4,Desert_Main,"[[131251.46875, 404353.5], [131947.140625, 404113.90625], [134051.59375, 405166.28125]]"
2,Desert_Main,"[[473864.78125, 513588.65625]]"
2,Savage_Main,"[[214046.09375, 323666.0625]]"
4,Savage_Main,"[[308081.59375, 235577], [308282.09375, 233130.578125]]"
2,Savage_Main,"[[165915, 177899.796875]]"
1,Range_Main,"[[147771.265625, 144758.234375], [134067.15625, 148930.828125]]"
2,Savage_Main,"[[257720.9375, 295081.03125]]"
2,Savage_Main,"[[153529.40625, 185282.359375], [155087.46875, 180127.421875]]"
1,Savage_Main,"[[148270.5625, 301834.625]]"
2,Savage_Main,"[[157949.328125, 88095.796875]]"
2,Savage_Main,"[[266755.9375, 311211.125]]"
4,Erangel_Main,"[[210423.921875, 281576.46875]]"
1,Erangel_Main,"[[585823.375, 401227.5]]"
1,Desert_Main,"[[585246.375, 382193.46875]]"
2,Desert_Main,"[[551441.0625, 512327.4375], [551553.6875, 511529.21875]]"
4,Savage_Main,"[[241409.1875, 234475.71875], [243479.671875, 236208.234375], [245174.421875, 234350.234375]]"
4,Desert_Main,"[[281218.40625, 437258.84375], [280631.28125, 441452.1875]]"
1,Savage_Main,"[[183277.0625, 216335.171875]]"
2,Savage_Main,"[[235125.65625, 233542.78125], [235311.71875, 233404.734375]]"
4,Savage_Main,"[[303032.75, 268418.90625], [302472.125, 267912.15625]]"
4,Erangel_Main,"[[521943.59375, 481510.78125]]"
4,Desert_Main,"[[364675.75, 202569.875], [361917.125, 199298.53125]]"
1,Savage_Main,"[[147380.46875, 287524.4375]]"
4,Erangel_Main,"[[563420.3125, 69419.40625], [562755.375, 68905.4296875], [563188.375, 70426.1015625], [561270.5625, 67729.2109375]]"
1,Range_Main,[]
4,Erangel_Main,"[[287699.625, 352605.15625], [290043.78125, 352670.90625], [294178.28125, 350147.5]]"
2,Erangel_Main,"[[463206.1875, 593368.125], [463405.90625, 593558.8125]]"
4,Savage_Main,"[[243919.390625, 173619.875], [245710.609375, 172886.609375], [245009.421875, 172449.03125]]"
4,Savage_Main,"[[193369.75, 79026.609375], [193505.203125, 78003.3359375], [191339.328125, 77659.671875]]"
2,Savage_Main,"[[146341.046875, 306217.71875]]"
4,Savage_Main,"[[252967.796875, 261110.71875], [253314.09375, 261753.59375], [254061.796875, 261705.015625]]"
4,Desert_Main,"[[498041, 460022.125], [499368.90625, 460299.625], [499692.90625, 463190.21875]]"
4,Savage_Main,"[[320001.4375, 329908.90625], [313589.21875, 333262.5625]]"
4,Erangel_Main,"[[302605.21875, 242457.75], [303305.4375, 241443.453125], [302298.84375, 244200.453125], [308650.6875, 241393.671875]]"
2,Savage_Main,"[[311635.625, 277728.375], [312009.5, 277580.96875]]"
4,Desert_Main,"[[334026.1875, 396858.03125], [334662.90625, 397055.5625], [335963.5, 400636.21875]]"
2,Erangel_Main,"[[182569.921875, 451761.84375]]"
1,Range_Main,"[[56555.1796875, 79877.8125], [147885.890625, 142498.34375], [45791.1875, 84250.6875], [45616.04296875, 84200.328125], [148596.71875, 144146.765625]]"
4,Savage_Main,"[[265893.40625, 67690.265625]]"
4,Erangel_Main,"[[473689.875, 483136.90625], [470928.875, 482643.3125]]"
1,Erangel_Main,"[[506450.78125, 465889.03125]]"
4,Erangel_Main,"[[313879, 267228.96875], [313170.3125, 266999.65625], [311332.21875, 266589.4375]]"
2,Savage_Main,"[[244075.15625, 269084.6875]]"
4,Savage_Main,"[[322655.21875, 79408.5546875], [322554.375, 80119.1015625]]"
4,Savage_Main,"[[239635.03125, 234337.015625]]"
2,Desert_Main,"[[722059.25, 44267.76953125], [721501.8125, 47375.5]]"
2,Erangel_Main,"[[381320.59375, 424541.4375]]"
4,Desert_Main,"[[600693.25, 356252.78125], [600490.75, 356384.90625]]"
4,Desert_Main,"[[381390.90625, 458581.5625], [381878.40625, 458159.625], [381754.34375, 458527.9375]]"
4,Desert_Main,"[[555501, 70467.125], [559594.375, 71185.875], [554699.25, 69707.5703125], [556565.875, 69448.546875]]"
2,Erangel_Main,"[[323192.4375, 373014.5625], [323094.40625, 372382.34375]]"
1,Erangel_Main,"[[639195.5, 333578.0625]]"
4,Savage_Main,"[[195297.03125, 219550.921875]]"
4,Savage_Main,"[[207846.21875, 195684.3125], [207639.796875, 196080.3125]]"
4,Savage_Main,"[[133161.21875, 99412.1953125], [133781.90625, 102515.3203125], [134544.9375, 104116.25], [132199.640625, 103714.5]]"
4,Erangel_Main,"[[652369.125, 363113.90625]]"
4,Desert_Main,"[[501918.625, 432494.625]]"
4,Desert_Main,"[[217468.671875, 493625.3125], [216119.21875, 494195.34375]]"
4,Erangel_Main,"[[491916.65625, 259276.171875], [491970.5625, 259356.21875]]"
4,Savage_Main,"[[214207.5625, 229309.234375], [211811.8125, 229215.421875], [212069.078125, 232350.6875]]"
2,Desert_Main,"[[207761.8125, 647039.75], [208015.59375, 647507.625]]"
1,Savage_Main,"[[200470.28125, 199554.359375]]"
2,Erangel_Main,"[[318465.21875, 455201.125]]"
2,Savage_Main,"[[64344.3984375, 205237.296875], [62817.96875, 204501.59375]]"
2,Savage_Main,"[[240568.359375, 291416.09375], [240385.515625, 293997.96875]]"
4,Erangel_Main,"[[278041.21875, 457257.78125], [277837, 457137.625], [277520.71875, 456118]]"
1,Erangel_Main,"[[477596.09375, 283571.71875]]"
4,Savage_Main,"[[215616.015625, 89923.109375], [213945.96875, 89898.375]]"
4,Savage_Main,"[[234157.75, 171645.09375], [234275.109375, 171512.59375]]"
1,Range_Main,[]
4,Desert_Main,"[[562601.8125, 312597.71875]]"
2,Savage_Main,"[[178630.75, 273027.65625]]"
2,Erangel_Main,"[[645521.6875, 540812.4375]]"
4,Savage_Main,"[[349310.5, 160992.578125], [349271.875, 160818.71875], [349218.875, 161503.921875]]"
1,Erangel_Main,"[[277013.5, 479042.78125]]"
1,Savage_Main,"[[202137.171875, 123077.296875]]"
4,Erangel_Main,"[[521900.0625, 629876.75], [521833.21875, 629970.4375], [521717.75, 629831.5625]]"
4,Savage_Main,"[[243853.59375, 110936.46875], [243922.421875, 112144.6875], [244087.09375, 110967.9765625], [243989.3125, 115153.59375]]"
1,Range_Main,"[[120475.515625, 143911.84375], [146554.734375, 141191.921875]]"
4,Savage_Main,"[[204876.796875, 222251.453125], [205017.453125, 218853.140625], [202357.3125, 217140.25]]"
1,Savage_Main,"[[134644.640625, 194298.03125]]"
4,Desert_Main,"[[416156.59375, 580419.75], [415890.625, 580253.3125]]"
4,Erangel_Main,"[[640245.125, 149635.953125], [640318.4375, 149251.515625]]"
2,Savage_Main,"[[83539.421875, 152714.71875], [80432.4375, 152552.4375]]"
4,Erangel_Main,"[[442284.75, 125617.15625], [437822.46875, 126964.9296875], [437594.59375, 127285.4453125], [438678.375, 124280.6953125]]"
4,Savage_Main,"[[239538.015625, 232383.9375], [239153.09375, 232120.109375]]"
2,Savage_Main,"[[201033.3125, 329239.21875], [199540.859375, 328007.125]]"
4,Erangel_Main,"[[456155.78125, 452188.125], [455496.46875, 453915]]"
1,Desert_Main,"[[436532.90625, 286732.875]]"
4,Savage_Main,"[[224837.640625, 114734.4609375], [224751.21875, 114921.65625], [224597.59375, 117431.4765625]]"
4,Desert_Main,"[[397267.84375, 207668.671875], [396849.3125, 205014.3125], [396850.59375, 205263.234375], [393713.78125, 204473.671875]]"
4,Savage_Main,"[[307956.15625, 73091.2109375], [306675.5, 71868.6953125]]"
2,Desert_Main,"[[398043, 352115.1875]]"
2,Savage_Main,"[[197491.4375, 131242.140625], [197027.609375, 131448.265625]]"
4,Erangel_Main,"[[390412.21875, 499078.46875]]"
2,Savage_Main,"[[70301.9765625, 143446.484375], [70588.0546875, 143904.046875]]"
1,Range_Main,[]
4,Erangel_Main,"[[447870, 309990.9375], [448638.1875, 310081.09375], [454015.65625, 312035.8125]]"
4,Savage_Main,"[[202174.75, 245131.734375], [200164.375, 246071.46875], [200426.09375, 245928.453125]]"
4,Desert_Main,"[[-18486.6640625, 586791.0625]]"
1,Erangel_Main,"[[506295.34375, 385429.59375]]"
1,Savage_Main,"[[265361.21875, 227643.03125]]"
4,Desert_Main,"[[508683.5, 161686.09375], [508843.625, 161617.578125]]"
4,Desert_Main,"[[546491.3125, 172165.375], [539575.5625, 170902.3125], [539807.875, 169922.875], [547480.8125, 180718.34375]]"
1,Erangel_Main,"[[270204.65625, 485406.34375]]"
2,Erangel_Main,"[[538976.625, 574281.125]]"
4,Desert_Main,"[[723134.5625, 543232.9375], [729047.8125, 544722.25]]"
4,Savage_Main,"[[145062.296875, 152069.828125], [141530.046875, 149816.40625], [141910.359375, 149387.21875]]"
4,Savage_Main,"[[165729.21875, 257167.046875], [166761.96875, 258692.640625], [166682.390625, 257972.59375]]"
1,Range_Main,"[[138699.4375, 141670.46875]]"
2,Desert_Main,"[[202320.59375, 400061.125], [202849.71875, 399801.78125]]"
4,Erangel_Main,"[[252333.71875, 403569.78125]]"
4,Erangel_Main,"[[359536.625, 130634.046875], [359105.625, 129778.375]]"
2,Savage_Main,"[[238124.453125, 256520.3125]]"
1,Range_Main,"[[122548.8359375, 107881.3359375], [117916.296875, 145037.40625], [148621.40625, 141454.5625], [148636.28125, 141533.109375], [147522.15625, 140328.03125]]"
2,Erangel_Main,"[[375751.03125, 173581.4375]]"
4,Desert_Main,"[[541921.75, 233651.296875]]"
1,Savage_Main,"[[280975.1875, 308289.34375]]"
1,Range_Main,"[[135903.015625, 126217.828125], [153596.15625, 134115]]"
2,Erangel_Main,"[[202159.671875, 268755.71875], [201845.3125, 268233.65625]]"
1,Savage_Main,"[[127796.1484375, 236760.796875]]"
4,Savage_Main,"[[273104.46875, 290817.3125], [273028.875, 290656.71875]]"
2,Savage_Main,"[[82815.296875, 135657.78125]]"
1,Erangel_Main,"[[362382.1875, 247985.046875]]"
4,Savage_Main,"[[113088.5546875, 314508.84375], [112347.609375, 315627.28125]]"
4,Desert_Main,"[[560277.875, 456901]]"
4,Desert_Main,"[[407054.78125, 660915.75], [404244.1875, 666252.375]]"
4,Savage_Main,"[[319032.4375, 223316.640625]]"
2,Savage_Main,"[[188067.578125, 333693.9375], [188468.9375, 334730.65625]]"
4,Savage_Main,"[[67215.28125, 184123.171875], [69771.4921875, 184026.4375], [68785.7109375, 183075.734375]]"
2,Savage_Main,"[[183743.0625, 79376.921875], [181500.234375, 79610.0390625]]"
4,Savage_Main,"[[210573.421875, 127399.828125], [210825.859375, 126847.140625]]"
4,Savage_Main,"[[196019.3125, 94521.140625], [195348.234375, 93333.4296875]]"
2,Desert_Main,"[[392655.84375, 656268.4375]]"
4,Savage_Main,"[[263792.34375, 49928.6875], [265423.375, 53657.91015625]]"
4,Desert_Main,"[[566787.1875, 613425.625]]"
4,Savage_Main,"[[192396.296875, 246026.5]]"
2,Desert_Main,"[[517132.75, 391475.625], [524594.625, 383154.5]]"
4,Erangel_Main,"[[628548.625, 627396.6875]]"
2,Savage_Main,"[[170927.234375, 294664.125]]"
4,Savage_Main,"[[112297.8203125, 282201.625]]"
4,Savage_Main,"[[263525.53125, 256204.015625], [267417.46875, 265310.21875], [266002.5, 255382.828125], [266431.8125, 256555.953125]]"
4,Savage_Main,"[[257752.59375, 162583.140625]]"
4,Savage_Main,"[[268582.09375, 108009.0390625]]"
4,Savage_Main,"[[167469.671875, 117001.8984375], [167008.96875, 115926.3984375], [166814.21875, 115810.84375]]"
1,Range_Main,"[[146730.4375, 138462.859375], [113358.015625, 142945.703125]]"
4,Desert_Main,"[[676739.5, 320559.84375], [675539.75, 319977.71875]]"
2,Savage_Main,"[[132031.3125, 244436.3125]]"
4,Savage_Main,"[[315156.9375, 228087.6875], [315287.15625, 227804.734375], [315707.15625, 228640.75], [315708.09375, 228351.515625]]"
4,Savage_Main,"[[192009.078125, 94954.3515625], [187976.09375, 94097]]"
1,Range_Main,[]
4,Desert_Main,"[[546850.9375, 422984.4375], [546448.9375, 422719.5]]"
4,Erangel_Main,"[[322508.09375, 139640.421875], [320741.375, 141444.34375], [321157.3125, 134647.796875], [320636.15625, 137774.6875]]"
2,Erangel_Main,"[[162864.828125, 617829.4375], [163861.046875, 616591.625]]"
2,Erangel_Main,"[[407628.78125, 204873.328125], [407581.90625, 205210.859375]]"
4,Desert_Main,"[[207435.65625, 329215.6875], [207720.640625, 328019.3125], [207173.15625, 329302.875], [208260.71875, 326446.84375]]"
2,Desert_Main,"[[449256.15625, 80754.1875]]"
1,Savage_Main,"[[322834.9375, 237157.640625]]"
1,Range_Main,"[[148507.171875, 140931.3125], [121919.8359375, 143569.15625], [146985.046875, 144881.90625], [145931.609375, 144792.8125], [121813.0546875, 139666.53125]]"
1,Savage_Main,"[[156898.71875, 287370.21875]]"
4,Erangel_Main,"[[407155.53125, 640226.1875]]"
2,Erangel_Main,"[[683073.9375, 468901.53125], [682877.5, 469175.4375]]"
2,Savage_Main,"[[239838.53125, 85820.546875], [239991.78125, 85182.8671875]]"
2,Erangel_Main,"[[305647.75, 277193.21875]]"
4,Savage_Main,"[[187592.640625, 294501.96875], [188023.171875, 294295.9375]]"
4,Savage_Main,"[[224122.734375, 174794.015625], [222563.59375, 171521.5], [223430.3125, 174449.703125], [217666.296875, 175034.59375]]"
1,Range_Main,"[[144117.75, 138300.90625]]"
4,Savage_Main,"[[114039.578125, 129004.4453125], [114158.4375, 129218.65625]]"
1,Savage_Main,"[[258861.25, 205697.53125]]"
4,Erangel_Main,"[[320566.03125, 638979], [320948.28125, 639348], [320653.5, 639197.375]]"
2,Erangel_Main,"[[549801.0625, 479348.78125]]"
4,Savage_Main,"[[282296.5625, 286986.8125], [282650.09375, 284730.53125], [282401.125, 284627.21875], [283245.15625, 286993.375]]"
4,Erangel_Main,"[[418945.9375, 307035.15625], [418906.875, 307331.03125]]"
2,Savage_Main,"[[128307.734375, 164946.4375], [129190.8046875, 165259.875]]"
